X1,X2,X3
2.18883402070163,3.32915601301392,2.99321309670086
0.23442574528377,0.967167674577371,1.79465797344296
1.09001998131768,2.26636217820756,1.80154213689264
-0.159503304302088,3.55403369683393,4.04204083859801
1.14442305290713,3.44086915874737,3.95098527635712
0.969137175272411,3.20611655812904,3.67270858644445
1.18248362524161,3.46925437085468,3.92756954828486
-1.68073797535462,1.89828425265496,1.95157893630351
0.553188569639447,2.77685520291648,2.46770355215499
-0.361349610079796,1.50819304020903,1.69207681289875
-0.154084079668129,1.72436914053564,2.32622221563203
-0.113705437697765,3.86503101153859,3.36134222256434
0.0227018984494537,1.66809608218567,2.06267192321878
0.217962567296448,2.37000886009849,2.91270360892214
0.52008070878862,3.23466675673003,2.37168103359522
-2.76898228406258,2.00471998186145,2.000572969189
0.812843479626215,1.3491286752097,1.29994537265314
-0.475852334047345,2.60855039276073,1.83450673664908
0.313201678780343,2.25012529926127,2.65895294541043
0.193212572395423,2.7387242411422,3.22540572334699
-0.251878188230259,3.47135866216602,4.2908485351734
-0.701768289516193,2.62525619803142,2.35036239450141
-0.665949144284193,3.35792343699868,3.45559985072914
-2.09461668393666,1.76012695720266,1.48797465954339
0.118924088426037,2.04733210260862,1.92698949689267
-0.53594258101279,3.54198064002096,3.22300255653536
-0.654739254984476,2.71099614190181,1.64628594696245
-0.451637149404156,4.2203194811876,4.94960215034193
1.47643167132535,3.34247604297202,3.07795916109751
-1.00449026177922,3.09200016728743,2.19184612984035
0.241514359069994,2.36501725244496,2.62096373059243
-1.92163304222265,2.99999911723555,3.31030412386709
0.457947136176463,5.23815005506092,4.80831432435923
1.18313145236233,2.36114490840237,1.8344557864893
1.55037406305725,2.96911900343843,2.5916074999078
0.310308151700093,2.74377066512917,2.69294117514418
-0.351134658093108,4.56564205073437,3.87782638883867
0.847599491501264,2.88505635600918,3.42313317638136
-1.29284107214608,3.79986870861441,3.43035491548413
0.75232230732695,3.24881614953847,3.2227556052671
1.54996421448965,4.16160765423387,3.84260666626588
0.936272614603517,3.68789438815663,2.90708026200444
